code,name,market,year,cash_div,stock_div,total_div
2106,建大,TWSE,2016,2.2,0.2001,2.4001
2106,建大,TWSE,2017,2.0,0.0,2.0
2106,建大,TWSE,2018,1.2,0.0,1.2
2106,建大,TWSE,2019,1.0,0.0,1.0
2106,建大,TWSE,2020,0.4,0.4,0.8
2106,建大,TWSE,2021,1.0,0.0,1.0
2106,建大,TWSE,2022,1.0,0.0,1.0
2106,建大,TWSE,2023,0.5,0.5001,1.0001
2106,建大,TWSE,2024,1.0,0.0,1.0
2106,建大,TWSE,2025,1.1,0.0,1.1
2106,建大,TWSE,2026,0.65,0.0,0.65
3563,牧德,TWSE,2015,3.627,0.0,3.627
3563,牧德,TWSE,2016,3.6,0.0,3.6
3563,牧德,TWSE,2017,4.2,0.0,4.2
3563,牧德,TWSE,2018,10.0,0.0,10.0
3563,牧德,TWSE,2019,27.0,0.0,27.0
3563,牧德,TWSE,2020,13.0,0.0,13.0
3563,牧德,TWSE,2021,11.0,0.0,11.0
3563,牧德,TWSE,2022,12.0,0.0,12.0
3563,牧德,TWSE,2023,8.0,0.0,8.0
3563,牧德,TWSE,2024,7.0,0.0,7.0
3563,牧德,TWSE,2025,6.0,1.0,7.0
3563,牧德,TWSE,2026,12.0,0.0,12.0
2542,興富發,TWSE,2015,4.0,3.0,7.0
2542,興富發,TWSE,2016,6.0,0.0,6.0
2542,興富發,TWSE,2017,5.0,0.0,5.0
2542,興富發,TWSE,2018,3.5,0.0,3.5
2542,興富發,TWSE,2019,4.5,0.0,4.5
2542,興富發,TWSE,2020,2.0,1.0,3.0
2542,興富發,TWSE,2021,2.0047,0.0,2.0047
2542,興富發,TWSE,2022,4.0065,1.0016,5.0081
2542,興富發,TWSE,2023,0.5,1.0,1.5
2542,興富發,TWSE,2024,0.5,1.0,1.5
2542,興富發,TWSE,2025,2.0,0.5,2.5
2542,興富發,TWSE,2026,4.0,0.0,4.0
2812,台中銀,TWSE,2015,0.25,0.64,0.89
2812,台中銀,TWSE,2016,0.5,0.17,0.67
2812,台中銀,TWSE,2017,0.55,0.17,0.72
2812,台中銀,TWSE,2018,0.45,0.25,0.7
2812,台中銀,TWSE,2019,0.28,0.52,0.8
2812,台中銀,TWSE,2020,0.28,0.52,0.8
2812,台中銀,TWSE,2021,0.24,0.45,0.69
2812,台中銀,TWSE,2022,0.25,0.5,0.75
2812,台中銀,TWSE,2023,0.3,0.42,0.72
2812,台中銀,TWSE,2024,0.4,0.56,0.96
2812,台中銀,TWSE,2025,0.39,0.73,1.12
2812,台中銀,TWSE,2026,0.39,0.67,1.06
6005,群益證,TWSE,2015,0.6,0.0,0.6
6005,群益證,TWSE,2016,0.49,0.0,0.49
6005,群益證,TWSE,2017,0.37,0.0,0.37
6005,群益證,TWSE,2018,0.2,0.7,0.9
6005,群益證,TWSE,2019,0.4,0.0,0.4
6005,群益證,TWSE,2020,0.8,0.0,0.8
6005,群益證,TWSE,2021,1.1,0.0,1.1
6005,群益證,TWSE,2022,1.65,0.0,1.65
6005,群益證,TWSE,2023,0.39,0.0,0.39
6005,群益證,TWSE,2024,1.33,0.0,1.33
6005,群益證,TWSE,2025,1.5,0.0,1.5
6005,群益證,TWSE,2026,0.4,1.31,1.71
3149,正達,TWSE,2022,0.0,0.0,0.0
3149,正達,TWSE,2024,0.0,0.0,0.0
3149,正達,TWSE,2025,0.0,0.0,0.0
3149,正達,TWSE,2026,0.0,0.0,0.0
2436,偉詮電,TWSE,2015,0.9,0.0,0.9
2436,偉詮電,TWSE,2016,0.5,0.0,0.5
2436,偉詮電,TWSE,2017,0.4988,0.0,0.4988
2436,偉詮電,TWSE,2018,0.6,0.0,0.6
2436,偉詮電,TWSE,2019,1.0002,0.0,1.0002
2436,偉詮電,TWSE,2020,1.5,0.0,1.5
2436,偉詮電,TWSE,2021,1.6,0.0,1.6
2436,偉詮電,TWSE,2022,3.0,0.0,3.0
2436,偉詮電,TWSE,2023,1.2,0.0,1.2
2436,偉詮電,TWSE,2024,1.2068,0.0,1.2068
2436,偉詮電,TWSE,2025,1.5,0.0,1.5
2436,偉詮電,TWSE,2026,1.9567,0.0,1.9567
2332,友訊,TWSE,2015,0.0,0.5,0.5
2332,友訊,TWSE,2016,0.3,0.0,0.3
2332,友訊,TWSE,2017,0.3,0.0,0.3
2332,友訊,TWSE,2019,0.2,0.0,0.2
2332,友訊,TWSE,2021,0.3,0.0,0.3
2332,友訊,TWSE,2022,0.3,0.0,0.3
2332,友訊,TWSE,2023,0.2246,0.0,0.2246
2332,友訊,TWSE,2024,0.5355,0.0,0.5355
2332,友訊,TWSE,2025,0.1,0.0,0.1
2371,大同,TWSE,2025,3.1053,0.0,3.1053
2915,潤泰全,TWSE,2015,6.0,0.0,6.0
2915,潤泰全,TWSE,2016,1.6,0.0,1.6
2915,潤泰全,TWSE,2017,0.79,0.0,0.79
2915,潤泰全,TWSE,2018,4.0,0.0,4.0
2915,潤泰全,TWSE,2019,5.5,0.0,5.5
2915,潤泰全,TWSE,2020,5.0,0.0,5.0
2915,潤泰全,TWSE,2021,2.0,3.0,5.0
2915,潤泰全,TWSE,2022,5.0,0.0,5.0
2915,潤泰全,TWSE,2023,2.0,0.0,2.0
2915,潤泰全,TWSE,2024,2.5,0.0,2.5
2915,潤泰全,TWSE,2025,2.5,0.0,2.5
2915,潤泰全,TWSE,2026,1.9,0.0,1.9
6176,瑞儀,TWSE,2015,5.5,0.0,5.5
6176,瑞儀,TWSE,2016,4.5,0.0,4.5
6176,瑞儀,TWSE,2017,4.5,0.0,4.5
6176,瑞儀,TWSE,2018,4.8,0.0,4.8
6176,瑞儀,TWSE,2019,7.0,0.0,7.0
6176,瑞儀,TWSE,2020,8.0,0.0,8.0
6176,瑞儀,TWSE,2021,8.0,0.0,8.0
6176,瑞儀,TWSE,2022,8.0,0.0,8.0
6176,瑞儀,TWSE,2023,10.0,0.0,10.0
6176,瑞儀,TWSE,2024,10.0,0.0,10.0
6176,瑞儀,TWSE,2025,10.6092,0.0,10.6092
6176,瑞儀,TWSE,2026,3.5,0.0,3.5
4770,上品,TWSE,2021,4.3,0.0,4.3
4770,上品,TWSE,2022,8.0,0.0,8.0
4770,上品,TWSE,2023,12.0,0.0,12.0
4770,上品,TWSE,2024,12.0,0.0,12.0
4770,上品,TWSE,2025,12.0,0.0,12.0
4770,上品,TWSE,2026,6.0,0.0,6.0
4919,新唐,TWSE,2015,1.2,0.0,1.2
4919,新唐,TWSE,2016,1.8,0.0,1.8
4919,新唐,TWSE,2017,2.4,0.0,2.4
4919,新唐,TWSE,2018,2.5,0.0,2.5
4919,新唐,TWSE,2019,2.5,0.0,2.5
4919,新唐,TWSE,2020,1.2,0.0,1.2
4919,新唐,TWSE,2021,0.758,0.0,0.758
4919,新唐,TWSE,2022,5.0,0.0,5.0
4919,新唐,TWSE,2023,7.0,0.0,7.0
4919,新唐,TWSE,2024,3.0,0.0,3.0
4919,新唐,TWSE,2025,0.4,0.0,0.4
1711,永光,TWSE,2015,0.5,0.5,1.0
1711,永光,TWSE,2016,0.5,0.5,1.0
1711,永光,TWSE,2017,0.5,0.0,0.5
1711,永光,TWSE,2018,0.5,0.0,0.5
1711,永光,TWSE,2019,0.5,0.0,0.5
1711,永光,TWSE,2020,0.3,0.0,0.3
1711,永光,TWSE,2021,0.3,0.0,0.3
1711,永光,TWSE,2022,0.5,0.0,0.5
1711,永光,TWSE,2023,0.35,0.0,0.35
1711,永光,TWSE,2024,0.15,0.0,0.15
1711,永光,TWSE,2025,0.3,0.0,0.3
1104,環泥,TWSE,2015,1.0,0.2,1.2
1104,環泥,TWSE,2016,1.0,0.1,1.1
1104,環泥,TWSE,2017,1.2,0.3,1.5
1104,環泥,TWSE,2018,1.1,0.0,1.1
1104,環泥,TWSE,2019,1.0,0.0,1.0
1104,環泥,TWSE,2020,1.0,0.0,1.0
1104,環泥,TWSE,2021,1.1,0.0,1.1
1104,環泥,TWSE,2022,1.0,0.0,1.0
1104,環泥,TWSE,2023,1.5,0.3,1.8
1104,環泥,TWSE,2024,1.8,0.2,2.0
1104,環泥,TWSE,2025,1.7,0.0,1.7
1104,環泥,TWSE,2026,1.85,0.0,1.85
3305,昇貿,TWSE,2015,2.0,0.0,2.0
3305,昇貿,TWSE,2016,1.0413,0.0,1.0413
3305,昇貿,TWSE,2017,2.3627,0.0,2.3627
3305,昇貿,TWSE,2018,1.0273,0.0,1.0273
3305,昇貿,TWSE,2019,1.0273,0.0,1.0273
3305,昇貿,TWSE,2020,1.005,0.0,1.005
3305,昇貿,TWSE,2021,1.3647,0.0,1.3647
3305,昇貿,TWSE,2022,2.4982,0.0,2.4982
3305,昇貿,TWSE,2023,1.9911,0.0,1.9911
3305,昇貿,TWSE,2024,2.0,0.0,2.0
3305,昇貿,TWSE,2025,2.2509,0.0,2.2509
3305,昇貿,TWSE,2026,2.2833,0.0,2.2833
4927,泰鼎-KY,TWSE,2015,2.4984,0.0,2.4984
4927,泰鼎-KY,TWSE,2016,2.5,0.0,2.5
4927,泰鼎-KY,TWSE,2017,0.78,0.32,1.1
4927,泰鼎-KY,TWSE,2019,2.461,0.0,2.461
4927,泰鼎-KY,TWSE,2020,2.9999,0.0,2.9999
4927,泰鼎-KY,TWSE,2021,3.0,0.0,3.0
4927,泰鼎-KY,TWSE,2022,4.0,0.0,4.0
4927,泰鼎-KY,TWSE,2023,2.0,0.0,2.0
4927,泰鼎-KY,TWSE,2024,0.0,0.0,0.0
4927,泰鼎-KY,TWSE,2025,0.0,0.0,0.0
6533,晶心科,TWSE,2016,0.0,0.3,0.3
6533,晶心科,TWSE,2018,0.0,0.5,0.5
6533,晶心科,TWSE,2019,0.6971,0.0,0.6971
6533,晶心科,TWSE,2020,0.3401,0.0,0.3401
6533,晶心科,TWSE,2021,0.7415,0.0,0.7415
6533,晶心科,TWSE,2022,2.8489,0.0,2.8489
6533,晶心科,TWSE,2023,1.5,0.0,1.5
6533,晶心科,TWSE,2025,0.0,0.0,0.0
6533,晶心科,TWSE,2026,0.0,0.0,0.0
8105,凌巨,TWSE,2016,0.1,0.0,0.1
8105,凌巨,TWSE,2017,0.2,0.0,0.2
8105,凌巨,TWSE,2018,0.2,0.0,0.2
8105,凌巨,TWSE,2020,0.1,0.0,0.1
8105,凌巨,TWSE,2023,0.2,0.0,0.2
8105,凌巨,TWSE,2024,0.1,0.0,0.1
2465,麗臺,TWSE,2016,0.0,0.0,0.0
2465,麗臺,TWSE,2022,1.0,1.0,2.0
2465,麗臺,TWSE,2025,0.0,0.0,0.0
8926,台汽電,TWSE,2015,1.6,0.0,1.6
8926,台汽電,TWSE,2016,1.3,0.0,1.3
8926,台汽電,TWSE,2017,1.2,0.0,1.2
8926,台汽電,TWSE,2018,1.3,0.0,1.3
8926,台汽電,TWSE,2019,1.5,0.0,1.5
8926,台汽電,TWSE,2020,1.7,0.0,1.7
8926,台汽電,TWSE,2021,1.9,0.0,1.9
8926,台汽電,TWSE,2022,1.75,0.0,1.75
8926,台汽電,TWSE,2023,0.8976,0.5984,1.496
8926,台汽電,TWSE,2024,1.93,0.0,1.93
8926,台汽電,TWSE,2025,2.1,0.0,2.1
8926,台汽電,TWSE,2026,2.1197,0.0,2.1197
2458,義隆,TWSE,2015,3.6583,0.0,3.6583
2458,義隆,TWSE,2016,2.0324,0.0,2.0324
2458,義隆,TWSE,2017,1.57,0.0,1.57
2458,義隆,TWSE,2018,2.58,0.0,2.58
2458,義隆,TWSE,2019,5.0,0.0,5.0
2458,義隆,TWSE,2020,6.5,0.0,6.5
2458,義隆,TWSE,2021,9.0,0.0,9.0
2458,義隆,TWSE,2022,13.8117,0.0,13.8117
2458,義隆,TWSE,2023,8.1847,0.0,8.1847
2458,義隆,TWSE,2024,7.1223,0.0,7.1223
2458,義隆,TWSE,2025,6.4079,0.0,6.4079
2458,義隆,TWSE,2026,8.8505,0.0,8.8505
2201,裕隆,TWSE,2015,0.7,0.0,0.7
2201,裕隆,TWSE,2016,0.9,0.0,0.9
2201,裕隆,TWSE,2017,0.5,0.0,0.5
2201,裕隆,TWSE,2018,0.58,0.0,0.58
2201,裕隆,TWSE,2019,0.67,0.0,0.67
2201,裕隆,TWSE,2021,1.0,0.0,1.0
2201,裕隆,TWSE,2022,1.5,0.0,1.5
2201,裕隆,TWSE,2023,0.9346,0.0,0.9346
2201,裕隆,TWSE,2024,1.4,0.0,1.4
2201,裕隆,TWSE,2025,1.3,0.0,1.3
2201,裕隆,TWSE,2026,0.56,0.0,0.56
2851,中再保,TWSE,2015,1.2,0.0,1.2
2851,中再保,TWSE,2016,0.7,0.0,0.7
2851,中再保,TWSE,2017,0.5,0.0,0.5
2851,中再保,TWSE,2018,1.0,0.5,1.5
2851,中再保,TWSE,2019,0.9,0.0,0.9
2851,中再保,TWSE,2020,0.9,0.0,0.9
2851,中再保,TWSE,2021,1.3,0.0,1.3
2851,中再保,TWSE,2022,1.8,0.0,1.8
2851,中再保,TWSE,2024,1.4,0.0,1.4
2851,中再保,TWSE,2025,1.9,0.0,1.9
2851,中再保,TWSE,2026,2.2,0.0,2.2
6282,康舒,TWSE,2015,1.5819,0.0,1.5819
6282,康舒,TWSE,2016,1.4959,0.0,1.4959
6282,康舒,TWSE,2017,1.4003,0.0,1.4003
6282,康舒,TWSE,2018,0.9,0.0,0.9
6282,康舒,TWSE,2019,1.0,0.0,1.0
6282,康舒,TWSE,2020,1.1,0.0,1.1
6282,康舒,TWSE,2021,1.2,0.0,1.2
6282,康舒,TWSE,2022,1.0,0.0,1.0
6282,康舒,TWSE,2023,0.1972,0.0,0.1972
6282,康舒,TWSE,2024,0.5003,0.0,0.5003
6282,康舒,TWSE,2025,0.5001,0.0,0.5001
6282,康舒,TWSE,2026,0.7999,0.0,0.7999
3515,華擎,TWSE,2015,4.0,0.0,4.0
3515,華擎,TWSE,2016,2.5,0.0,2.5
3515,華擎,TWSE,2017,2.0,0.0,2.0
3515,華擎,TWSE,2018,4.0,0.0,4.0
3515,華擎,TWSE,2019,4.0006,0.0,4.0006
3515,華擎,TWSE,2020,4.0,0.0,4.0
3515,華擎,TWSE,2021,8.0,0.0,8.0
3515,華擎,TWSE,2022,13.0,0.0,13.0
3515,華擎,TWSE,2023,8.0006,0.0,8.0006
3515,華擎,TWSE,2024,6.9001,0.0,6.9001
3515,華擎,TWSE,2025,5.3008,0.0,5.3008
3515,華擎,TWSE,2026,11.0018,0.0,11.0018
6962,奕力-KY,TWSE,2025,2.0,0.0,2.0
6962,奕力-KY,TWSE,2026,1.0,0.0,1.0
8422,可寧衛*,TWSE,2015,8.0,0.0,8.0
8422,可寧衛*,TWSE,2016,10.0,0.0,10.0
8422,可寧衛*,TWSE,2017,11.5,0.0,11.5
8422,可寧衛*,TWSE,2018,11.0,0.0,11.0
8422,可寧衛*,TWSE,2019,10.0,0.0,10.0
8422,可寧衛*,TWSE,2020,10.0,0.0,10.0
8422,可寧衛*,TWSE,2021,10.0,0.0,10.0
8422,可寧衛*,TWSE,2022,10.0,0.0,10.0
8422,可寧衛*,TWSE,2023,9.9851,0.0,9.9851
8422,可寧衛*,TWSE,2024,10.0,0.0,10.0
8422,可寧衛*,TWSE,2025,9.944,0.0,9.944
8422,可寧衛*,TWSE,2026,1.1981,0.0,1.1981
4763,材料*-KY,TWSE,2016,5.0,0.0,5.0
4763,材料*-KY,TWSE,2017,5.0,0.0,5.0
4763,材料*-KY,TWSE,2018,5.0,0.0,5.0
4763,材料*-KY,TWSE,2019,4.0,1.0,5.0
4763,材料*-KY,TWSE,2020,4.7537,0.0,4.7537
4763,材料*-KY,TWSE,2021,4.7826,1.5,6.2826
4763,材料*-KY,TWSE,2022,8.8246,0.0,8.8246
4763,材料*-KY,TWSE,2023,9.0571,1.4103,10.4674
4763,材料*-KY,TWSE,2024,29.0707,1.4978,30.5685
4763,材料*-KY,TWSE,2025,2.5,0.0,2.5
4763,材料*-KY,TWSE,2026,3.05,0.0,3.05
9941,裕融,TWSE,2015,5.0962,0.0,5.0962
9941,裕融,TWSE,2016,4.7222,0.0,4.7222
9941,裕融,TWSE,2017,4.81,0.0,4.81
9941,裕融,TWSE,2018,5.9,0.0,5.9
9941,裕融,TWSE,2019,5.5,1.0,6.5
9941,裕融,TWSE,2020,4.5,1.0,5.5
9941,裕融,TWSE,2021,4.7,1.5,6.2
9941,裕融,TWSE,2022,5.5,1.7,7.2
9941,裕融,TWSE,2023,5.6,1.0,6.6
9941,裕融,TWSE,2024,6.1,0.0,6.1
9941,裕融,TWSE,2025,4.38,0.5,4.88
9941,裕融,TWSE,2026,4.38,0.2,4.58
5388,中磊,TWSE,2015,2.9947,0.0,2.9947
5388,中磊,TWSE,2016,3.8544,0.0,3.8544
5388,中磊,TWSE,2017,4.2,0.0,4.2
5388,中磊,TWSE,2018,3.75,0.0,3.75
5388,中磊,TWSE,2019,2.4969,0.0,2.4969
5388,中磊,TWSE,2020,3.0243,0.0,3.0243
5388,中磊,TWSE,2021,2.6,0.0,2.6
5388,中磊,TWSE,2022,2.4,0.0,2.4
5388,中磊,TWSE,2023,4.5,0.0,4.5
5388,中磊,TWSE,2024,4.9999,0.0,4.9999
5388,中磊,TWSE,2025,4.6,0.0,4.6
5388,中磊,TWSE,2026,2.5,0.0,2.5
3703,欣陸,TWSE,2016,0.5,0.0,0.5
3703,欣陸,TWSE,2017,0.5,0.0,0.5
3703,欣陸,TWSE,2018,0.6,0.0,0.6
3703,欣陸,TWSE,2019,0.9,0.0,0.9
3703,欣陸,TWSE,2020,0.5,0.0,0.5
3703,欣陸,TWSE,2021,1.4,0.0,1.4
3703,欣陸,TWSE,2022,1.68,0.0,1.68
3703,欣陸,TWSE,2023,2.5,0.0,2.5
3703,欣陸,TWSE,2024,1.5,0.0,1.5
3703,欣陸,TWSE,2025,1.05,0.0,1.05
3703,欣陸,TWSE,2026,1.05,0.0,1.05
3030,德律,TWSE,2015,4.3,0.0,4.3
3030,德律,TWSE,2016,4.0,0.0,4.0
3030,德律,TWSE,2017,3.0,0.0,3.0
3030,德律,TWSE,2018,3.0,0.0,3.0
3030,德律,TWSE,2019,3.7,0.0,3.7
3030,德律,TWSE,2020,3.3,0.0,3.3
3030,德律,TWSE,2021,3.3,0.0,3.3
3030,德律,TWSE,2022,3.3,0.0,3.3
3030,德律,TWSE,2023,4.5,0.0,4.5
3030,德律,TWSE,2024,3.3,0.0,3.3
3030,德律,TWSE,2025,5.0,0.0,5.0
3030,德律,TWSE,2026,7.0,0.0,7.0
9958,世紀鋼,TWSE,2015,0.1,0.2,0.3
9958,世紀鋼,TWSE,2016,0.4,0.0,0.4
9958,世紀鋼,TWSE,2017,0.3,0.0,0.3
9958,世紀鋼,TWSE,2018,0.3,0.0,0.3
9958,世紀鋼,TWSE,2019,0.2999,0.0,0.2999
9958,世紀鋼,TWSE,2020,0.9927,0.0,0.9927
9958,世紀鋼,TWSE,2021,2.9833,0.0,2.9833
9958,世紀鋼,TWSE,2022,2.9891,0.0,2.9891
9958,世紀鋼,TWSE,2023,0.4942,0.0,0.4942
9958,世紀鋼,TWSE,2024,2.9119,0.0,2.9119
9958,世紀鋼,TWSE,2025,4.162,0.0,4.162
9958,世紀鋼,TWSE,2026,4.5,0.0,4.5
6834,天二科技,TWSE,2022,1.6,0.0,1.6
6834,天二科技,TWSE,2023,1.1,0.0,1.1
6834,天二科技,TWSE,2025,0.5,0.0,0.5
6834,天二科技,TWSE,2026,0.4,0.0,0.4
3209,全科,TWSE,2015,1.3,1.5,2.8
3209,全科,TWSE,2016,1.2,1.6,2.8
3209,全科,TWSE,2017,1.1,0.5,1.6
3209,全科,TWSE,2018,0.8,0.5,1.3
3209,全科,TWSE,2019,1.0,0.2,1.2
3209,全科,TWSE,2020,1.2787,0.0,1.2787
3209,全科,TWSE,2021,1.4,0.6,2.0
3209,全科,TWSE,2022,2.4,0.8,3.2
3209,全科,TWSE,2023,3.5784,0.0,3.5784
3209,全科,TWSE,2024,2.0983,0.0,2.0983
3209,全科,TWSE,2025,2.4845,0.0,2.4845
3209,全科,TWSE,2026,2.0,0.5,2.5
1314,中石化,TWSE,2019,0.5,0.5,1.0
1314,中石化,TWSE,2020,0.3,0.0,0.3
1314,中石化,TWSE,2021,0.0,0.0,0.0
1314,中石化,TWSE,2022,0.4,0.0,0.4
3380,明泰,TWSE,2015,1.2,0.0,1.2
3380,明泰,TWSE,2016,0.5,0.0,0.5
3380,明泰,TWSE,2017,1.04,0.0,1.04
3380,明泰,TWSE,2018,1.0,0.0,1.0
3380,明泰,TWSE,2019,1.0004,0.0,1.0004
3380,明泰,TWSE,2020,0.4405,0.0,0.4405
3380,明泰,TWSE,2021,1.0,0.0,1.0
3380,明泰,TWSE,2022,0.8,0.0,0.8
3380,明泰,TWSE,2023,1.69,0.0,1.69
3380,明泰,TWSE,2024,1.01,0.0,1.01
3380,明泰,TWSE,2025,1.0,0.0,1.0
3380,明泰,TWSE,2026,0.5,0.0,0.5
3617,碩天,TWSE,2015,4.2339,0.0,4.2339
3617,碩天,TWSE,2016,4.5,0.0,4.5
3617,碩天,TWSE,2017,4.75,0.0,4.75
3617,碩天,TWSE,2018,5.0,0.0,5.0
3617,碩天,TWSE,2019,5.3,0.0,5.3
3617,碩天,TWSE,2020,5.35,0.0,5.35
3617,碩天,TWSE,2021,5.4,0.0,5.4
3617,碩天,TWSE,2022,1.0,0.0,1.0
3617,碩天,TWSE,2023,5.0,0.5,5.5
3617,碩天,TWSE,2024,7.9246,0.0,7.9246
3617,碩天,TWSE,2025,15.0,0.0,15.0
3617,碩天,TWSE,2026,9.9371,0.0,9.9371
2006,東和鋼鐵,TWSE,2015,1.3,0.0,1.3
2006,東和鋼鐵,TWSE,2016,1.1,0.0,1.1
2006,東和鋼鐵,TWSE,2017,1.3,0.0,1.3
2006,東和鋼鐵,TWSE,2018,1.4,0.0,1.4
2006,東和鋼鐵,TWSE,2019,1.2,0.0,1.2
2006,東和鋼鐵,TWSE,2020,1.35,0.0,1.35
2006,東和鋼鐵,TWSE,2021,1.5,0.0,1.5
2006,東和鋼鐵,TWSE,2022,6.4,0.0,6.4
2006,東和鋼鐵,TWSE,2023,3.5,0.0,3.5
2006,東和鋼鐵,TWSE,2024,4.2,0.0,4.2
2006,東和鋼鐵,TWSE,2025,4.0,0.0,4.0
2006,東和鋼鐵,TWSE,2026,4.3,0.0,4.3
3023,信邦,TWSE,2015,2.7519,0.1966,2.9485
3023,信邦,TWSE,2016,3.0988,0.2999,3.3987
3023,信邦,TWSE,2017,3.7,0.0,3.7
3023,信邦,TWSE,2018,4.0,0.0,4.0
3023,信邦,TWSE,2019,4.4771,0.0,4.4771
3023,信邦,TWSE,2020,5.3,0.0,5.3
3023,信邦,TWSE,2021,6.2881,0.0,6.2881
3023,信邦,TWSE,2022,6.9583,0.0,6.9583
3023,信邦,TWSE,2023,8.4613,0.0,8.4613
3023,信邦,TWSE,2024,9.5986,0.0,9.5986
3023,信邦,TWSE,2025,10.25,0.0,10.25
3023,信邦,TWSE,2026,10.0,0.0,10.0
1795,美時,TWSE,2021,0.35,0.0,0.35
1795,美時,TWSE,2022,1.9312,0.0,1.9312
1795,美時,TWSE,2023,3.4599,0.0,3.4599
1795,美時,TWSE,2024,4.6475,0.0,4.6475
1795,美時,TWSE,2025,5.7786,0.0,5.7786
1795,美時,TWSE,2026,2.5653,0.1301,2.6954
6944,兆聯實業,TWSE,2023,2.0,0.0,2.0
6944,兆聯實業,TWSE,2024,8.0,1.0,9.0
6944,兆聯實業,TWSE,2025,14.0,0.0,14.0
6944,兆聯實業,TWSE,2026,17.0,3.0,20.0
5471,松翰,TWSE,2015,3.2,0.0,3.2
5471,松翰,TWSE,2016,2.2,0.0,2.2
5471,松翰,TWSE,2017,1.8,0.0,1.8
5471,松翰,TWSE,2018,1.5,0.0,1.5
5471,松翰,TWSE,2019,2.08,0.0,2.08
5471,松翰,TWSE,2020,2.1,0.0,2.1
5471,松翰,TWSE,2021,5.7,0.0,5.7
5471,松翰,TWSE,2022,7.0,0.0,7.0
5471,松翰,TWSE,2023,2.5,0.0,2.5
5471,松翰,TWSE,2024,1.2,0.0,1.2
5471,松翰,TWSE,2025,1.0,0.0,1.0
5471,松翰,TWSE,2026,0.8,0.0,0.8
2704,國賓,TWSE,2015,0.7,0.0,0.7
2704,國賓,TWSE,2016,0.7,0.0,0.7
2704,國賓,TWSE,2017,0.7,0.0,0.7
2704,國賓,TWSE,2018,0.4,0.0,0.4
2704,國賓,TWSE,2019,0.4,0.0,0.4
2704,國賓,TWSE,2023,0.5,0.0,0.5
2704,國賓,TWSE,2024,1.0,0.0,1.0
2704,國賓,TWSE,2025,0.5,0.0,0.5
2704,國賓,TWSE,2026,0.5,0.0,0.5
2855,統一證,TWSE,2015,0.81,0.0,0.81
2855,統一證,TWSE,2016,0.2013,0.312,0.5134
2855,統一證,TWSE,2017,0.0,0.41,0.41
2855,統一證,TWSE,2018,1.2,0.0,1.2
2855,統一證,TWSE,2019,0.6991,0.0,0.6991
2855,統一證,TWSE,2020,1.0,0.2,1.2
2855,統一證,TWSE,2021,1.5,0.4,1.9
2855,統一證,TWSE,2022,1.89,0.0,1.89
2855,統一證,TWSE,2023,0.39,0.0,0.39
2855,統一證,TWSE,2024,1.32,0.0,1.32
2855,統一證,TWSE,2025,1.1,1.0,2.1
2855,統一證,TWSE,2026,2.11,0.0,2.11
3094,聯傑,TWSE,2015,1.15,0.0,1.15
3094,聯傑,TWSE,2016,1.16,0.0,1.16
3094,聯傑,TWSE,2017,1.1,0.0,1.1
3094,聯傑,TWSE,2018,0.9,0.0,0.9
3094,聯傑,TWSE,2019,0.8,0.0,0.8
3094,聯傑,TWSE,2020,0.824,0.0,0.824
3094,聯傑,TWSE,2021,0.8,0.0,0.8
3094,聯傑,TWSE,2022,0.9893,0.0,0.9893
3094,聯傑,TWSE,2023,1.0,0.0,1.0
3094,聯傑,TWSE,2024,0.61,0.0,0.61
3094,聯傑,TWSE,2025,0.17,0.0,0.17
3094,聯傑,TWSE,2026,0.25,0.0,0.25
6670,復盛應用,TWSE,2018,9.0,0.0,9.0
6670,復盛應用,TWSE,2019,11.0,0.0,11.0
6670,復盛應用,TWSE,2020,8.0,0.0,8.0
6670,復盛應用,TWSE,2021,6.6,0.0,6.6
6670,復盛應用,TWSE,2022,12.0,0.0,12.0
6670,復盛應用,TWSE,2023,21.9991,0.0,21.9991
6670,復盛應用,TWSE,2024,12.3098,0.0,12.3098
6670,復盛應用,TWSE,2025,19.6492,0.0,19.6492
6670,復盛應用,TWSE,2026,16.0,0.0,16.0
4583,台灣精銳,TWSE,2021,6.0,0.0,6.0
4583,台灣精銳,TWSE,2022,8.0,0.0,8.0
4583,台灣精銳,TWSE,2023,10.0,0.0,10.0
4583,台灣精銳,TWSE,2024,10.0,0.0,10.0
4583,台灣精銳,TWSE,2025,12.0,0.0,12.0
4583,台灣精銳,TWSE,2026,10.0,0.0,10.0
1714,和桐,TWSE,2016,0.0,0.3,0.3
1714,和桐,TWSE,2017,0.0,0.35,0.35
1714,和桐,TWSE,2018,0.3,0.0,0.3
1714,和桐,TWSE,2019,0.15,0.0,0.15
1714,和桐,TWSE,2021,0.7,0.0,0.7
1714,和桐,TWSE,2022,0.42,0.0,0.42
1714,和桐,TWSE,2023,0.1,0.0,0.1
1714,和桐,TWSE,2024,0.3,0.0,0.3
1714,和桐,TWSE,2025,0.205,0.0,0.205
1714,和桐,TWSE,2026,0.18,0.0,0.18
6668,中揚光,TWSE,2018,2.0,0.0,2.0
6668,中揚光,TWSE,2019,1.0003,0.0,1.0003
6668,中揚光,TWSE,2020,0.8002,0.0,0.8002
6668,中揚光,TWSE,2021,1.0037,0.0,1.0037
1514,亞力,TWSE,2015,0.45,0.0,0.45
