code,name,market,price,latest_paid_year,latest_paid_total_div,current_yield_pct,sum_5y_div,avg_5y_yield_pct,years_5y,years_10y,pass_10y_rule
8422,可寧衛*,TWSE,29.45,2026,1.2,4.07,49.929,33.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3056,富華新,TWSE,14.65,2026,0.61,4.16,20.41,27.86,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6294,智基,TPEX,39.3,2026,3.0,7.63,39.6,20.15,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8437,大地-KY,TPEX,12.5,2025,1.018,8.14,11.668,18.67,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5508,永信建,TPEX,51.6,2026,2.776,5.38,43.482,16.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3373,熱映,TPEX,17.05,2026,1.1,6.45,14.0,16.42,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2227,裕日車,TWSE,55.5,2025,3.9,7.03,42.19,15.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1808,潤隆,TWSE,30.05,2025,2.0,6.66,21.9,14.58,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5015,華祺,TPEX,24.45,2026,0.5,2.04,16.3,13.33,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6195,詩肯,TPEX,24.5,2026,1.0,4.08,15.238,12.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5604,中連,TPEX,34.5,2026,2.0,5.8,20.35,11.8,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2430,燦坤,TWSE,21.75,2026,0.8,3.68,12.79,11.76,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1436,華友聯,TWSE,52.8,2026,5.048,9.56,30.668,11.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1338,廣華-KY,TWSE,16.05,2026,0.3,1.87,9.275,11.56,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2108,南帝,TWSE,26.05,2026,1.0,3.84,15.0,11.52,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1325,恆大,TWSE,27.05,2025,0.3,1.11,15.4,11.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6221,晉泰,TPEX,27.6,2026,1.2,4.35,15.488,11.22,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3592,瑞鼎,TWSE,239.5,2026,14.6,6.1,133.9,11.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4736,泰博,TWSE,125.5,2026,6.0,4.78,66.34,10.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1565,精華,TPEX,108.5,2026,5.8,5.35,57.0,10.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9914,美利達,TWSE,60.9,2026,2.8,4.6,32.0,10.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8481,政伸,TWSE,42.1,2026,2.75,6.53,21.85,10.38,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8163,達方,TWSE,28.15,2026,0.5,1.78,14.5,10.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6176,瑞儀,TWSE,90.9,2026,3.5,3.85,46.61,10.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4557,永新-KY,TWSE,53.6,2026,2.0,3.73,27.5,10.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
0052,富邦科技,TWSE,50.05,2026,1.199,2.4,24.882,9.94,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5215,科嘉-KY,TWSE,38.35,2026,2.0,5.22,19.0,9.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6128,上福,TWSE,21.05,2026,0.5,2.38,10.2,9.69,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5609,中菲行,TPEX,80.2,2026,5.6,6.98,38.611,9.63,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9921,巨大,TWSE,69.2,2026,1.8,2.6,33.0,9.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4935,茂林-KY,TWSE,38.35,2026,1.0,2.61,18.2,9.49,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9940,信義,TWSE,20.1,2026,0.6,2.99,9.1,9.05,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8049,晶采,TPEX,25.7,2026,1.4,5.45,11.45,8.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6281,全國電,TWSE,53.0,2026,3.3,6.23,23.5,8.87,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2520,冠德,TWSE,31.05,2026,1.6,5.15,13.553,8.73,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3567,逸昌,TPEX,26.0,2026,1.0,3.85,11.2,8.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3545,敦泰,TWSE,51.9,2026,0.8,1.54,22.307,8.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5471,松翰,TWSE,41.2,2025,1.0,2.43,17.4,8.45,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2373,震旦行,TWSE,58.1,2026,3.7,6.37,24.5,8.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5220,萬達光電,TPEX,20.25,2026,0.3,1.48,8.4,8.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4999,鑫禾,TWSE,21.1,2026,0.25,1.18,8.75,8.29,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8454,富邦媒,TWSE,175.5,2026,10.0,5.7,72.6,8.27,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1308,亞聚,TWSE,15.25,2026,0.2,1.31,6.3,8.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5299,杰力,TPEX,84.5,2026,3.66,4.33,34.744,8.22,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1604,聲寶,TWSE,23.8,2026,1.5,6.3,9.7,8.15,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6189,豐藝,TWSE,47.2,2026,2.7,5.72,19.235,8.15,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6171,大城地產,TPEX,25.95,2026,2.0,7.71,10.54,8.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2115,六暉-KY,TWSE,21.7,2026,1.2,5.53,8.8,8.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6494,九齊,TPEX,54.3,2026,1.0,1.84,21.98,8.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8050,廣積,TPEX,42.15,2026,2.18,5.17,16.945,8.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2235,謚源,TPEX,32.55,2026,1.5,4.61,13.0,7.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8016,矽創,TWSE,215.0,2026,11.5,5.35,85.5,7.95,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9941,裕融,TWSE,78.3,2026,4.58,5.85,30.98,7.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3034,聯詠,TWSE,415.0,2026,23.0,5.54,164.1,7.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8928,鉅明,TPEX,23.0,2026,0.8,3.48,9.1,7.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6504,南六,TWSE,41.45,2026,1.0,2.41,16.3,7.86,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4155,訊映,TWSE,13.4,2026,0.3,2.24,5.239,7.82,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1442,名軒,TWSE,29.0,2026,2.4,8.28,11.3,7.79,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4952,凌通,TWSE,42.5,2026,1.0,2.35,16.35,7.69,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2387,精元,TWSE,40.35,2026,4.0,9.91,15.5,7.68,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4438,廣越,TWSE,58.9,2026,2.3,3.9,22.624,7.68,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3679,新至陞,TWSE,122.0,2026,9.0,7.38,46.5,7.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1109,信大,TWSE,15.5,2026,0.9,5.81,5.904,7.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4138,曜亞,TPEX,63.9,2026,4.2,6.57,24.25,7.59,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8466,美吉吉-KY,TWSE,17.75,2026,0.3,1.69,6.695,7.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2915,潤泰全,TWSE,45.2,2026,1.9,4.2,17.0,7.52,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1305,華夏,TWSE,14.9,2026,0.1,0.67,5.6,7.52,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8433,弘帆,TPEX,58.3,2026,4.2,7.2,21.906,7.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2643,捷迅,TPEX,68.4,2025,4.5,6.58,25.5,7.46,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3703,欣陸,TWSE,21.85,2026,1.05,4.81,8.13,7.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5356,協益,TPEX,25.9,2026,2.0,7.72,9.6,7.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6538,倉和,TPEX,72.5,2026,1.5,2.07,26.81,7.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1457,宜進,TWSE,15.0,2026,1.0,6.67,5.5,7.33,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2377,微星,TWSE,91.9,2026,4.2,4.57,33.6,7.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6292,迅德,TPEX,47.9,2026,1.8,3.76,17.5,7.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8213,志超,TWSE,36.6,2026,1.14,3.11,13.38,7.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8938,明安,TPEX,63.0,2026,4.0,6.35,22.864,7.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2433,互盛電,TWSE,46.0,2026,2.7,5.87,16.7,7.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1452,宏益,TWSE,12.0,2026,0.2,1.67,4.3,7.17,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2542,興富發,TWSE,34.95,2025,2.5,7.15,12.514,7.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6203,海韻電,TPEX,65.6,2026,4.0,6.1,23.43,7.14,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8916,光隆,TPEX,47.55,2026,3.0,6.31,16.958,7.13,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1558,伸興,TWSE,93.7,2026,5.0,5.34,33.3,7.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6508,惠光,TPEX,26.05,2026,0.5,1.92,9.264,7.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6216,居易,TWSE,25.75,2026,1.035,4.02,9.004,6.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6412,群電,TWSE,78.6,2026,3.7,4.71,27.1,6.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1532,勤美,TWSE,21.8,2026,0.8,3.67,7.508,6.89,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1527,鑽全,TWSE,33.0,2026,1.5,4.55,11.35,6.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3556,禾瑞亞,TPEX,48.1,2026,1.95,4.05,16.53,6.87,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5533,皇鼎,TWSE,14.65,2026,0.6,4.1,5.0,6.83,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8435,鉅邁,TPEX,57.9,2026,3.2,5.53,19.6,6.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8401,白紗科,TPEX,24.85,2026,1.2,4.83,8.397,6.76,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6266,泰詠,TPEX,28.2,2026,1.78,6.31,9.5,6.74,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9910,豐泰,TWSE,77.5,2026,4.1,5.29,26.1,6.74,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6242,立康,TPEX,38.0,2026,2.0,5.26,12.8,6.74,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3669,圓展,TWSE,39.35,2026,1.0,2.54,13.27,6.74,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5519,隆大,TWSE,33.0,2026,3.8,11.52,11.1,6.73,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4961,天鈺,TWSE,153.0,2026,7.72,5.05,51.51,6.73,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1477,聚陽,TWSE,215.0,2026,9.0,4.19,71.9,6.69,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5878,台名,TPEX,41.05,2026,2.4,5.85,13.7,6.67,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3646,艾恩特,TPEX,23.45,2026,0.9,3.84,7.82,6.67,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6577,勁豐,TPEX,78.3,2026,5.0,6.39,26.0,6.64,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6201,亞弘電,TWSE,51.0,2026,3.1,6.08,16.9,6.63,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6486,互動,TPEX,88.2,2026,6.0,6.8,29.061,6.59,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2221,大甲,TPEX,32.15,2026,1.5,4.67,10.6,6.59,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3033,威健,TWSE,34.65,2026,2.08,6.0,11.386,6.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5534,長虹,TWSE,79.0,2026,5.5,6.96,25.91,6.56,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6186,新潤,TPEX,40.65,2025,2.82,6.94,13.27,6.53,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6470,宇智,TPEX,47.7,2026,2.5,5.24,15.49,6.49,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2352,佳世達,TWSE,25.65,2026,1.0,3.9,8.31,6.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3501,維熹,TWSE,47.95,2026,2.0,4.17,15.5,6.47,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1583,程泰,TWSE,48.2,2026,1.0,2.07,15.527,6.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3015,全漢,TWSE,50.7,2026,2.2,4.34,16.3,6.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4942,嘉彰,TWSE,38.45,2026,2.0,5.2,12.3,6.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6469,大樹,TPEX,81.2,2026,3.76,4.63,25.973,6.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2029,盛餘,TWSE,20.6,2026,0.6,2.91,6.58,6.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8436,大江,TPEX,125.0,2025,10.0,8.0,39.784,6.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2615,萬海,TWSE,75.3,2026,3.0,3.98,24.0,6.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1339,昭輝,TWSE,41.0,2026,2.5,6.1,13.0,6.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2114,鑫永銓,TWSE,88.9,2026,5.0,5.62,28.0,6.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6115,鎰勝,TWSE,47.8,2026,2.8,5.86,15.0,6.28,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1101,台泥,TWSE,25.1,2026,0.8,3.19,7.866,6.27,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9943,好樂迪,TWSE,57.1,2026,3.5,6.13,17.8,6.23,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9924,福興,TWSE,45.05,2026,2.5,5.55,14.0,6.22,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3611,鼎翰,TPEX,187.0,2026,10.0,5.35,57.949,6.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2015,豐興,TWSE,62.9,2026,3.3,5.25,19.5,6.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2916,滿心,TPEX,46.3,2026,3.6,7.78,14.3,6.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2450,神腦,TWSE,30.25,2026,1.55,5.12,9.35,6.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1904,正隆,TWSE,18.6,2026,0.45,2.42,5.75,6.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2034,允強,TWSE,21.0,2026,1.0,4.76,6.469,6.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6506,雙邦,TPEX,16.95,2026,1.0,5.9,5.2,6.14,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3014,聯陽,TWSE,124.0,2026,8.5,6.85,38.0,6.13,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9951,皇田,TPEX,55.6,2026,3.22,5.79,17.017,6.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1304,台聚,TWSE,14.55,2026,0.15,1.03,4.45,6.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3078,僑威,TPEX,57.4,2026,4.0,6.97,17.55,6.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1702,南僑,TWSE,36.7,2026,1.6,4.36,11.2,6.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1301,台塑,TWSE,53.4,2026,0.5,0.94,16.3,6.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1530,亞崴,TWSE,28.35,2026,1.0,3.53,8.632,6.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3038,全台,TWSE,23.4,2026,1.2,5.13,7.1,6.07,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2031,新光鋼,TWSE,41.0,2026,2.5,6.1,12.42,6.06,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4433,興采,TPEX,20.7,2026,1.0,4.83,6.261,6.05,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2904,匯僑,TWSE,16.7,2026,0.7,4.19,5.05,6.05,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2538,基泰,TWSE,10.1,2025,0.7,6.93,3.05,6.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6570,維田,TPEX,39.85,2026,1.1,2.76,12.034,6.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1580,新麥,TPEX,126.0,2026,8.5,6.75,37.953,6.02,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3527,聚積,TPEX,59.9,2026,1.0,1.67,18.0,6.01,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5212,凌網,TPEX,48.2,2026,4.2,8.71,14.45,6.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4164,承業醫,TWSE,31.15,2026,1.1,3.53,9.342,6.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6154,順發,TPEX,13.25,2026,0.51,3.85,3.97,5.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2353,宏碁,TWSE,28.7,2026,1.3,4.53,8.58,5.98,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9905,大華,TWSE,21.8,2026,1.1,5.05,6.5,5.96,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4401,東隆興,TPEX,14.8,2026,0.6,4.05,4.4,5.95,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5410,國眾,TPEX,32.4,2026,2.1,6.48,9.589,5.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5538,東明-KY,TWSE,32.0,2026,1.5,4.69,9.477,5.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4190,佐登-KY,TWSE,27.0,2026,0.5,1.85,7.996,5.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1323,永裕,TWSE,21.0,2026,0.9,4.29,6.2,5.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2385,群光,TWSE,125.5,2026,7.2,5.74,36.9,5.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3206,志豐,TPEX,37.5,2026,1.5,4.0,11.0,5.87,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9927,泰銘,TWSE,70.5,2026,5.0,7.09,20.65,5.86,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3484,崧騰,TPEX,46.0,2026,2.5,5.43,13.444,5.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2392,正崴,TWSE,36.6,2026,1.0,2.73,10.7,5.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2597,潤弘,TWSE,165.5,2026,9.67,5.84,48.3,5.84,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2642,宅配通,TWSE,23.0,2026,0.5,2.17,6.7,5.83,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6270,倍微,TPEX,25.15,2026,1.0,3.98,7.3,5.81,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8424,惠普,TPEX,74.7,2026,5.0,6.69,21.6,5.78,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8081,致新,TWSE,241.0,2026,16.0,6.64,69.5,5.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
